threshold,precision_detect,recall_detect,f1_detect,predicted_positive_rate,flags_per_10k,false_positives,true_positives,false_positives_per_true_positive
0.043000000000000003,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.044,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.045,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.046,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.047,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.048,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.049,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.05,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.051000000000000004,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.052000000000000005,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.053,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.054,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.055,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.056,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.057,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.058,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.059000000000000004,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.06,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.061,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.062,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.063,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.064,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.065,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.066,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.067,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.068,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.069,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.07,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.07100000000000001,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.07200000000000001,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.073,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.074,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.075,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.076,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.077,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.078,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.079,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.08,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.081,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.082,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.083,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.084,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.085,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.08600000000000001,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.08700000000000001,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.088,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.089,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.09,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.091,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.092,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.093,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.094,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.095,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.096,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.097,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.098,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.099,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.1,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.101,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.10200000000000001,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.10300000000000001,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.10400000000000001,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.105,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.106,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.107,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.108,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.109,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.11,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.111,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.112,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.113,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.114,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.115,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.116,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.117,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.11800000000000001,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.11900000000000001,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.12,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.121,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.122,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.123,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.124,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.125,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.126,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.127,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.128,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.129,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.13,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.131,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.132,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.133,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.134,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.135,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.136,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.137,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.138,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.139,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.14,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.14100000000000001,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.14200000000000002,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.14300000000000002,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.14400000000000002,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.145,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.146,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.147,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.148,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.149,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.15,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.151,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.152,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.153,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.154,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.155,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.156,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.157,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.158,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.159,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.16,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.161,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.162,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.163,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.164,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.165,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.166,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.167,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.168,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.169,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.17,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.171,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.17200000000000001,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.17300000000000001,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.17400000000000002,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.17500000000000002,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.176,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.177,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.178,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.179,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.18,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.181,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.182,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.183,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.184,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.185,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.186,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.187,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.188,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.189,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.19,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.191,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.192,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.193,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.194,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.195,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.196,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.197,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.198,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.199,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.2,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.201,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.202,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.203,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.20400000000000001,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.20500000000000002,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.20600000000000002,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.20700000000000002,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.20800000000000002,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.209,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.21,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.211,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.212,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.213,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.214,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.215,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.216,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.217,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.218,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.219,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.22,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.221,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.222,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.223,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.224,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.225,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.226,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.227,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.228,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.229,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.23,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.231,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.232,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.233,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.234,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.23500000000000001,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.23600000000000002,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.23700000000000002,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.23800000000000002,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.23900000000000002,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.24,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.241,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.242,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.243,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.244,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.245,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.246,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.247,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.248,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.249,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.25,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.251,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.252,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.253,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.254,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.255,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.256,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.257,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.258,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.259,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.26,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.261,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.262,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.263,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.264,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.265,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.266,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.267,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.268,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.269,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.27,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.271,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.272,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.273,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.274,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.275,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.276,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.277,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.278,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.279,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.28,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.281,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.28200000000000003,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.28300000000000003,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.28400000000000003,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.28500000000000003,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.28600000000000003,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.28700000000000003,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.28800000000000003,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.289,0.8215,1.0,0.9020038429865496,1.0,10000.0,357,1643,0.2172854534388314
0.29,0.8212318477716575,0.9981740718198417,0.9010989010989012,0.9985,9985.0,357,1640,0.2176829268292683
0.291,0.8210526315789474,0.996956786366403,0.9004947773501925,0.9975,9975.0,357,1638,0.21794871794871795
0.292,0.8204225352112676,0.992696287279367,0.898375103277334,0.994,9940.0,357,1631,0.21888412017167383
0.293,0.8199697428139183,0.9896530736457699,0.8968560397131825,0.9915,9915.0,357,1626,0.21955719557195572
0.294,0.8192405063291139,0.9847839318320146,0.8944168048645661,0.9875,9875.0,357,1618,0.22064276885043263
0.295,0.8183206106870229,0.9786975045648204,0.8913525498891353,0.9825,9825.0,357,1608,0.22201492537313433
0.296,0.8217413704276146,0.970785149117468,0.8900669642857143,0.9705,9705.0,346,1595,0.21692789968652038
0.297,0.8225469728601252,0.9592209373097992,0.8856420342792919,0.958,9580.0,340,1576,0.21573604060913706
0.298,0.8214285714285714,0.9519172245891662,0.8818720045108542,0.952,9520.0,340,1564,0.21739130434782608
0.299,0.820580474934037,0.9464394400486914,0.8790276992651216,0.9475,9475.0,340,1555,0.21864951768488747
0.3,0.8194370685077005,0.9391357273280584,0.8752127056154283,0.9415,9415.0,340,1543,0.220349967595593
